Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi_Reading1,Onyomi_Reading2,Kunyomi_Reading1,Kunyomi_Reading2,Mnemonic,Notes
436,202,"売",Kanji,sell,,,"士","冖","儿",,warlord,hat,legs,,BAI,,u.reru,u.ru,"I sold.m the warlord.k my hat.r to spare my legs.r. Good bye,.o said I, to the uranium.k hat I sold.",
437,618,"読",Kanji,read,,,"言","売",,,talk,sell,,,DOKU,,yo.mu,,"Reading.m is better than talking.r or selling.r empty promises. I read doctors.o recommend yummy.k yams.",
438,141,"続",Kanji,continue,,,"糸","売",,,thread,sell,,,ZOKU,,tsudu.ku,tsudu.keru,"Continue.m threading.r and selling.r knits. The zodiac.o continues to predict you'll own a Suzuki.k.",
439,1787,"貝",Kanji,money,,,"目","八",,,eye,eight,,,BAI,KAI,,,"For money.m, he'd sell his eye.r eight.r times. He said bye.o to his kite.o and sold it for money.",
440,54,"員",Kanji,member,,,"口","貝",,,mouth,money,,,IN,,,,"A member's.m mouth.r is worth much money.r. Inner.o members know many things.",
441,,"⺲",Kanji,net,,,"目",,,,eye,,,,,,,,"The net.m caught the attention of my sideways eye.r.","This is a radical. It never appears by itself, only as a part of other characters."
442,520,"買",Kanji,buy,,,"⺲","貝",,,net,money,,,BAI,,ka.u,,"I will buy.m whatever I eye.r with money.r. I don't buy.o like a cautious.k cow.k.",
443,84,"氏",Kanji,clan,,,"丿","𠄌","弋",,slash,scythe,ceremony,,SHI,,uji,,"His clan's,.m used a scythe.r in a bloodless.r ceremony.r. She.o in particular, joined Mr. Eugene's.k clan.","This contains the ceremony radical 弋 without the bloody dot丶, hence bloodless ceremony."
444,28,"民",Kanji,population,,,"尸","氏",,,corpse,clan,,,MIN,,,,"The population.m was reduced to corpses.r by his clan.r. Mean.o population; hardly timid.k.",
445,,"氐",Radical,"lowly clan",,,"氏","一",,,clan,one,,,TEI,,,,"The lowly.m clan.m is a clan.r one.r. level below yours so take.o heed.","This is not a real radical but this pseudo-radical appears in many kanji."
446,435,"低",Kanji,lower,,,"⺅","氐",,,"standing man","lowly clan",,,TEI,,hiku.i,,"Lower.m the standing.r man.r to a lowly.r clan.r member. Take.o the lowering to hick.k status as a hint. (A disgraced clan)",
447,,"旦",Kanji,dawn,,,"日","一",,,sun,one,,,TAN,DAN,,,"At dawn.m, the sun.r is one.k with the sky. Dan.o got a tan.o.",
448,422,"担",Kanji,burden,,,"⺘","旦",,,"left hand",dawn,,,TAN,,katsu.gu,nina.u,"Carry the burden.m by hand.r until dawn.r. A tan.o is the burden of being castigated.k by UV rays.",
449,1115,"昼",Kanji,midday,,,"荅","旦",,,weight,dawn,,,CHUU,,hiru,,"Midday.m is weighed.r down by dawn.r. Choose.o your lunch hero.k sandwich wisely.",
450,,"戊",Kanji,impale,,,"丿","戈",,,slash,spear,,,,,,,"Impale.m and slash.r with your spear.r.","Mostly used as a radical. It is the tenth sign of Chinese zodiac."
451,116,"成",Kanji,become,,,"戊","𠃌",,,impale,rake,,,SEI,,na.ru,,"He became.m known as Vlad the Impaler after impaling.r everyone with rake.r. They say.o he became narly.k.",
452,829,"我",Kanji,"I (formal)",,,"丿","⺘","戈",,slash,"left hand",spear,,GA,,wa,ware,"I.m slashed.r his hand.r with a spear.r. I am Ga.obriel the war.k fighter!",
453,,"禾",Radical,grain,,,"丿","木",,,slash,tree,,,KA,,,,"Grain.m is slashed.r along with threes.r by farmers in Ca.onada.","This radical never appears by itself, only as a part of other characters."
454,242,"私",Kanji,"I (polite)",,,"禾","厶",,,grain,private,,,SHI,,watashi,watakushi,"I.m trade grains.r for private enterprise.r. She.o in particular, is after whatever.k shit.k she can get from me.",
455,124,"和",Kanji,harmony,,,"禾","口",,,grain,mouth,,,WA,,yawa.ragu,yawa.rageru,"Harmoniously.m eat grain.r with your mouth.r. But what.o harmony can noisy jaguars.k have when munching?",
456,205,"知",Kanji,knowledge,,,"矢","口",,,arrow,mouth,,,CHI,,shi.ru,,"Knowledge.m springs like and arrow.r from the mouth.r. Children.o acquire sheer.k knowledge.",
457,37,"東",Kanji,east,,,"木","田",,,tree,field,,,TOU,,higashi,,"The east.m side had trees.r in the fields.r, totally.o covering the eastern high.k gardens.k.","This is the kanji for Tokyo, 東京, the capital of Japan."
458,1284,"凍",Kanji,freeze,,,"冫","東",,,icicle,east,,,TOU,,koo.ru,,"It froze.m to ice.r, as I travelled east.r., my toe.o, totally.o frozen as a Coors.k light.",
459,879,"寺",Kanji,temple,,,"土","寸",,,ground,inch,,,JI,,tera,,"The temple.m grounds.r were measured in inches.r. Jesus.o chilled on the temple terrace.k.",
460,16,"時",Kanji,time,,,"日","寺",,,sun,temple,,,JI,,toki,,"Time.m is kept by the hour.m with a sun.r dail in the temple.r. Jesus.o is a token.k of faith for all time.",
461,391,"待",Kanji,wait,,,"彳","寺",,,loiter,temple,,,TAI,,ma.tsu,,"Wait.m and loiter.r in the temple.r. Tie.o up the straw mats.k while you wait.",
462,175,"得",Kanji,"able to",,,"彳","旦","寸",,loiter,dawn,inch,,TOKU,,u.ru,e.ru,"I am able.m to.m loiter.r at dawn.r a few inches.r in front. I am able to toke.o wierd.kly ero.ktic weed too.",
463,234,"特",Kanji,particular,,,"牛","寺",,,cow,temple,,,TOKU,,,,"The particular.m cows.r of India are worshiped in temples.r. Toke.o some very particular ganja there.",
464,119,"持",Kanji,hold,,,"⺘","寺",,,"left hand",temple,,,JI,,mo.tsu,,"Carry.m by hand.r everything to the temple.r. Jesus.o will most.k definitely hold you.",
465,402,"早",Kanji,early,,,"日","十",,,sun,ten,,,SOU,,haya.i,,"Early.m to rise with the sun.r at ten.r a.m. So.o early I can smell the hay.k.",
466,967,"草",Kanji,grass,,,"⺾","早",,,plant,early,,,SOU,,kusa,,"Grass.m is a plant.r humans cultivated early.r. So.o many grass varietes to cus.ktomize my lawn.",
467,,"气",Radical,steam,,,"𠂉","一","⺃",,gun,one,hook,,,,,,"Steam.m from the gun.r once.r blinded Captain Hook.r.","This radical never appears by itself, only as a part of other characters."
468,113,"気",Kanji,spirit,,,"气","乂",,,steam,scissors,,,KI,,iki,,"Your spirit.m cut up with scissors.r, just like that. Keep.o your good spirits in check.",
469,549,"旧",Kanji,former,,,|,"日",,,bar,day,,,KYUU,,,,"The former.m beat the latter with a bar.r in broad day.rlight. The former wasn't cute.k.",
470,679,"児",Kanji,juvenile,,,|,"日","儿",,bar,sun,legs,,NI,JI,,,"The juveniles.m in former.r days bent their legs.r. Even juveniles bent the knee.o for Jesus.o.",
471,269,"歳",Kanji,"years old",,,"止","戊","示",,stop,impale,"point out",,SAI,SEI,,,"How many years.m old.r before he stops.r impaling.r his thumb up his nose? I had to point.r out.r his childish side.o!",
472,554,"歩",Kanji,walk,,,"止","少",,,stop,few,,,HO,,aru.ku,,"Walking.m and stoping.r a few.r times, I hop.o and walk around an arch.k.",
473,,"疋",Kanji,hiker,,,"正","人",,,correct,person,,,HIKI,,,,"The hiker.m was not the correct.r person.r to hike.o this trail.","This kanji usually only appears in names. Originally a counter for animals. A common bottom variant is 龰. See also 匹, hiku."
474,626,"走",Kanji,run,,,"土","疋",,,ground,hiker,,,SOU,,hashi.ru,,"Run.m up the ground.r like a hiker.r. So.o you ran out of hash.k?",
475,374,"起",Kanji,occur,"wake up",,"走","己",,,run,self,,,KI,,o.koru,o.kiru,"It occured.m that after walking.m up.m, I ran.r by myself.r to keep.o obesity from occurr.king.",
476,343,"足",Kanji,foot,,,"口","疋",,,mouth,hiker,,,SOKU,,ashi,tari.ru,"Put your foot.m in your mouth.r or take a hike.r! A foot sock.o full of ashes.k.",
477,1045,"是",Kanji,justice,,,"日","疋",,,sun,hiker,,,ZE,,kore,,"Justice.m under the sun.r for the hiker.r, a zebra.o thief rotten to the core.k.",
478,844,"星",Kanji,star,,,"日","生",,,sun,birth,,,SEI,,hoshi,,"A star.m, the sun.r was born.r. They say.o that star-based astrology is horseshit.k.",
479,,"丂",Radical,obstruct,,,"一","勹",,,one,wrap,,,,,,,"It obstructed.m one.r pipe when the wire wrapped.r around it.","This radical never appears by itself, only as a part of other characters."
480,585,"号",Kanji,number,,,"口","丂",,,mouth,obstruct,,,GOU,,,,"A number.m of mouths.r were obstructed.r by fear like cow.owards.",
481,308,"与",Kanji,bestow,,,"丂","一",,,obstruct,one,,,YO,,ata.eru,,"Bestow.m justice or obstruct.r it. Choose one.r. Yo.o punishment shall bestow prison attire.k.",
482,453,"写",Kanji,photograph,,,"冖","与",,,hat,bestow,,,SHA,,utsu.ru,,"A photograph.m wearing a hat.r bestowed.r on him. The sha.oman took a photo of the austere gift.",
483,908,"汚",Kanji,dirty,,,"⺡","二","丂",,"water splash",two,obstruct,,O,,yogo.su,,"Dirty.m water.r that is blocked by two.r obstructions.r. Oh.o how dirty as yogurt.k!",
484,,"⺹",Radical,aged,,,"土","丿",,,ground,slash,,,,,,,"The aged.m farmer slashed.r at the ground.k his whole life.","This radical never appears by itself, only as a part of other characters."
485,196,"考",Kanji,think,,,"⺹","丂",,,aged,obstruct,,,KOU,,kanga.eru,,"Think.m about how the aged.r kangaroo obstructs.r the road. The couragous.o kangaroo.k thinks a lot.",
486,803,"老",Kanji,elderly,,,"⺹","匕",,,aged,spoon,,,ROU,,fu.keru,o.iru,"The elderly.m aged.r geeezers are spoon.r-fed. They row.o the elderly fuckers.k to a far away island.",
487,1030,"孝",Kanji,"filial duty",,,"⺹","子",,,aged,child,,,KOU,,,,"Lacking filial.r duty.r, the aged.r man child.r cow.oardly moved in with his parents.",
488,38,"者",Kanji,professional,,,"⺹","日",,,aged,sun,,,SHA,,mono,,"The professional.m aged.r under the sun.r. The sha.oman professionally cures mono.k infections.",
489,1442,"暑",Kanji,hot,,,"日","者",,,sun,professional,,,SHO,,atsu.i,,"Under the hot.m sun.r, the professional.r assassin shot.o at.k Sue.k, who is really hot.",
490,661,"亡",Kanji,"pass away",,,"亠",L,,,lid,"letter L",,,BOU,,na.kunaru,,"When you pass.m away.m, they put a lid.r — with a letter L.r — on your coffin. I'm bothered.o by passing away in a nuclear.k strike.",
491,,"⺖",Radical,"left heart",,,"小",|,,,small,bar,,,,,,,"The left.m side of the heart.m was struck with a small.r bar.r and stopped beating.","The 'left heart', ⺖radical is a variant of 'heart,'  心."
492,1475,"忙",Kanji,busy,,,"⺖","亡",,,"left heart","pass away",,,BOU,,isoga.shii,,"A busy.m heart.r never passes.r away.r, bothered.o not by silly.k soggy.k shit.k.",
493,104,"性",Kanji,sex,,,"⺖","生",,,"left heart",birth,,,SEI,SHOU,,,"Sex.m is from the heart.r to give birth.r to babies. They say.o, Show.o your junk for sex.",
494,1274,"牲",Kanji,sacrifice,,,"牛","生",,,cow,birth,,,SEI,,,,"They sacrifice.m a cow.r at birth.r. They say.o animal sacrifice works.",
495,219,"使",Kanji,use,,,"⺅","吏",,,"standing man",officer,,,SHI,,tsuka.u,,"Use.m it against the standing.r man.r who is an officer.r. She.o in particular, is a useful scout.k officer.",
496,729,"便",Kanji,convenience,,,"⺅","更",,,"standing man",additionally,,,BEN,BIN,tayo.ri,,"The convenience.m the standing.r man.r sought, cost him additionally.r. Ben.o found the convenience of garbage bins.o tiring.k.",
497,132,"思",Kanji,think,,,"田","心",,,field,heart,,,SHI,,omo.u,omo.wazu,"She thinks.m with the fields.r in her heart.r. She.o in particular has ominous.k thoughts about the city.",
498,748,"羽",Kanji,feathers,,,"𠃌","冫","𠃌","冫",rake,icicle,rake,icicle,U,,hane,,"The loose feathers.m got raked.r up before they iced.r over. Usually.o, feathers get turned into Hanes.k underwear.",
499,706,"習",Kanji,learn,,,"羽","白",,,feathers,white,,,SHUU,,nara.u,,"Learn.m about the feathers.r of white.r eagles. Surely.o, narrate.k about your learnings.",
500,2025,"爪",Kanji,claw,,,"厂","ﾉl",,,cliff,"broken legs",,,,,tsume,,"The claw.m drove us off a cliff.r. We broke.r our legs.r. We stumbled.k before the bear claw.",
501,1102,"妥",Kanji,agree,,,"爪","女",,,claw,woman,,,DA,,,,"Agree.m or you'll get clawed.r at by the woman.r. The D.A..o (district attorney) agrees with her.",
502,136,"受",Kanji,get,,,"爪","冖","又",,claw,hat,again,,JU,,u.karu,u.keru,"We got.m a claw.r and a hat.r as a gift again.r. Just.o tell me if yo#u.k care.k to share what you got.",
503,122,"取",Kanji,take,,,"耳","又",,,ear,again,,,SHU,,to.ru,,"Take.m the ear.r-plugs out again.r. He for sure.o tore.k them out.",
504,557,"客",Kanji,customer,,,"宀","各",,,crown,each,,,KAKU,KYAKU,,,"Our customers.m, as crown.r princes we treat each.r one. We suck their cocks.o and take 'em kayaking.o.",
505,281,"格",Kanji,quality,,,"木","各",,,tree,each,,,KAKU,,,,"Quality.m of the trees.r depends on each.r one. Pea#cocks.o of poor quality aren't allowed.",
506,45,"相",Kanji,mutual,,,"木","目",,,tree,eye,,,SOU,,ai,,"The mutual.m tree.r huggers saw eye.r-to-eye. They mutually sow.o seeds and aid.k their growth.",
507,98,"首",Kanji,neck,,,"䒑","自",,,"sewer lid",oneself,,,SHU,,kubi,,"My neck.m hurts. With a sewer.r lid.r, I hit myself.r. They'll shoot.o and break your neck in Cuba.k.",
508,,"⻌",Radical,motion,,,"丶 ","⻌",,,bloody,"bottom left enclosure",,,,,,,"Motion.m is a bloody.r radical that encloses.r other radicals from the bottom left.","This radical never appears by itself, only as a part of other characters."
509,194,"近",Kanji,near,,,"斤","⻌",,,axe,motion,,,KIN,,chika.i,,"Near.m my face, he swung the axe.r in a violent motion.r. Our kin.o fought nearby in Chicago.k.",
510,428,"辺",Kanji,vicinity,,,"刀","⻌",,,sword,motion,,,HEN,,ata.ri,,"In the vicinity.m of the sword.r, motion.r not. The hen.o was in the vicinity of a.k tire.k.",
511,675,"込",Kanji,crowd,,,"入","⻌",,,enter,motion,,,,,,,"The crowd.m entered.r with swift motion.r. The community.r crowded outside.",
512,207,"道",Kanji,road,,,"首","⻌",,,neck,motion,,,DOU,,michi,,"A bumpy road.m hurts the neck.r. Can't eat dough.o on the road to Michigan.k.",
513,,"匕",Radical,spoon,,,"⺃","ヒ",,,hook,"katakana HI",,,,,,,"The spoon.m is shaped as the hooked.r shaped katakana.r 匕.r.","This radical never appears by itself, only as a part of other characters."
514,329,"比",Kanji,compare,,,"匕","匕",,,spoon,spoon,,,HI,,kurabe.ru,,"Compare.m a spoon.r to another spoon.r. He.o in particular, collaborates.k with our research.",
515,89,"化",Kanji,convert,,,"⺅","匕",,,"standing man",spoon,,,KA,KE,ba.keru,,"They converted.m how the standing.r man.r holds a spoon.r. Ca.onada is converting bakers.k.",
516,578,"花",Kanji,flower,,,"⺾","代",,,plant,change,,,KA,,hana,,"Flowers.m and plants.r change.r with the climate; from Ca.onada to Hanover.k.",
517,,"爿",Radical,log,,,"片",|,,,fragment,bar,,,,,,,"A log.m fragment.r is backwards, no longer a bar.r.","The 'log' radical can also be analyzed as 'letter L', L,  'bar', |,  and 'awning', ナ."
518,153,"北",Kanji,north,,,"爿","匕",,,log,spoon,,,HOKU,,kita,,"In the north.m, logs.k grow into spoon.r shaped oaks. Thus northern hockey.o sticks are sturdy kitten.k killers.",
519,,"歹",Radical,death,,,"一","夕",,,one,evening,,,,,,,"Death.m will come one.r evening.r for you.","This radical never appears by itself, only as a part of other characters."
520,229,"死",Kanji,die,,,"歹","匕",,,death,spoon,,,SHI,,shi.nu,,"Die.m of death.r by spooning.r with a witch. She.o in particular, she.k knew.k you'd die.",
521,,"⺉",Radical,"sword slice",,,"リ",,,,"katakana RI",,,,,,,,"The sword.m slice.m looks like katakana.r リ.r.","The 'sword slice,' ⺉ radical is a variant of 'sword,' 刀."
522,927,"列",Kanji,row,,,"歹","⺉",,,death,"sword slice",,,RETSU,,,,"Form a row.m for a quick death.r by sword.r slicing.r. Rest.o before you lining up in a row.",
523,399,"例",Kanji,example,,,"⺅","列",,,"standing man",row,,,REI,,tato.eru,,"Take for example.m the man.r standing.r in the row.r. Ray's.o tattoo.k is a nice example.",
524,864,"刑",Kanji,penalty,,,"开","⺉",,,shrine,"sword slice",,,KEI,,,,"The penalty.m from desecrating the shrine.r is a sword.r slicing.r. Mmm Kay.o?",
525,197,"判",Kanji,judgement,,,"半","⺉",,,half,"sword slice",,,HAN,,waka.ru,,"Judgement.m was getting cut if half.r via sword.r slicing.r. Han.o escaped judgement from that wacky.k place.",
526,482,"型",Kanji,model,,,"刑","土",,,penalty,ground,,,KEI,,kata,,"The model.m penalty.r is six feet under ground.r. No cake.o in our catastrophic.k models.",
527,,"㦮",Radical,sentry,,,"戈","二",,,spear,two,,,SEN,,,,"The sentry.m has two.r spears.r. Send.o the sentry!",
528,380,"残",Kanji,remain,,,"歹","㦮",,,death,sentry,,,ZEN,,noko.ru,noko.su,"What remained.m after the death.r of the sentry.r? A Zen.o monk remained after the knock.k out.",
529,586,"単",Kanji,simple,,,"⺌","田","十",,sparkles,field,ten,,TAN,,,,"The simpletons.m are amused by sparkles.r in the fields.r. Ten.r simple fireworks as they tan.o out there.",
530,78,"戦",Kanji,war,,,"単","戈",,,simple,spear,,,SEN,,tataka.u,ikusa,"War.m is simple.r with a spear.r. The sentry.o waged war tactically.k.",
531,1889,"肖",Kanji,resemble,,,"⺌","月",,,sparkles,moon,,,SHOU,,ayakaru,,"It resembles.m a sparkling.r moon.r. What a show.o!",
532,345,"消",Kanji,cancel,,,"⺡","肖",,,"water splash",resemble,,,SHOU,,ki.eru,,"A cancelled.m water.r supply resembled.r the Soviet Union. A show.o of key.k utilities cancelled.",
533,814,"削",Kanji,shave,,,"肖","⺉",,,resemble,"sword slice",,,SAKU,,kezu.ru,,"After shaving.m, he'll resemble.r a sword-sliced.r face. Sack.o the throne and shave Kaiser's.k face.",
534,27,"前",Kanji,before,,,"䒑","月","⺉",,"sewer lid",month,"sword slice",,ZEN,,mae,,"Before.m you steal another sewer.r lid.r this month.r, he'll sword.r slice.r you. The Zen.o monk struck before in May.k.",
535,753,"則",Kanji,rule,,,"貝","⺉",,,money,"sword slice",,,SOKU,,notto.ru,,"The rules.m — for money.r — can be sword-sliced.r. It's so.o cool.o that notorious.k criminals break the rules.",
536,216,"側",Kanji,side,,,"⺅","則",,,"standing man",rule,,,SOKU,,kawa,gawa,"To come to this side.m, the standing.r man.r broke the rules.r. This side is so.o cool.o;  his ga.kangsta wa.kys.",
